"","ibge7","municipio","X2000","X2010","long","latit"
"782",3166501,"Serra Azul de Minas",44.92,35.92,-43.1012,-18.2143
"783",3166600,"Serra da Saudade",24.74,16.63,-45.4745,-19.2616
"784",3166709,"Serra dos Aimorés",34.03,24.64,-40.1451,-17.4657
"785",3166808,"Serra do Salitre",16.94,11.49,-46.4123,-19.0641
"786",3166907,"Serrania",19.35,16.97,-46.0223,-21.3253
"787",3166956,"Serranópolis de Minas",37.97,29.64,-42.5217,-15.4943
"788",3167004,"Serranos",23.67,20.78,-44.3036,-21.5325
"789",3167103,"Serro",34.32,24.43,-43.2246,-18.3617
"790",3167202,"Sete Lagoas",8.16,4.91,-44.1448,-19.2757
"791",3165552,"Setubinha",61.3,44.06,-42.1622,-17.4332
"792",3167301,"Silveirânia",20,13.52,-43.1255,-21.0932
"793",3167400,"Silvianópolis",18.57,14.39,-45.5006,-22.0146
"794",3167509,"Simão Pereira",14.99,12.97,-43.1843,-21.5749
"795",3167608,"Simonésia",27.06,21.59,-42.0005,-20.0726
"796",3167707,"Sobrália",30.8,24.58,-42.0554,-19.1405
"797",3167806,"Soledade de Minas",14.19,10.92,-45.0242,-22.0336
"798",3167905,"Tabuleiro",22.51,15.22,-43.1452,-21.2132
"799",3168002,"Taiobeiras",36.11,23.18,-42.1359,-15.4828
"800",3168051,"Taparuba",28.81,22.37,-41.3656,-19.4531
"801",3168101,"Tapira",15.01,8.33,-46.4923,-19.552
"802",3168200,"Tapiraí",19.31,15.13,-46.0113,-19.5316
"803",3168309,"Taquaraçu de Minas",18.22,17.59,-43.4114,-19.4011
"804",3168408,"Tarumirim",29.26,21.99,-42.0024,-19.1651
"805",3168507,"Teixeiras",18.52,12.61,-42.5124,-20.3904
"806",3168606,"Teófilo Otoni",23.8,16.25,-41.3019,-17.5127
"807",3168705,"Timóteo",8.61,5.53,-42.384,-19.3457
"808",3168804,"Tiradentes",11.98,7.18,-44.1041,-21.0637
"809",3168903,"Tiros",17.42,12.8,-45.5752,-19.0014
"810",3169000,"Tocantins",17.8,10.84,-43.0104,-21.103
"811",3169059,"Tocos do Moji",16.45,11.98,-46.0544,-22.2214
"812",3169109,"Toledo",27.32,20.2,-46.2219,-22.4435
"813",3169208,"Tombos",17.77,14.76,-42.0122,-20.5417
"814",3169307,"Três Corações",13.17,8.66,-45.1512,-21.4149
"815",3169356,"Três Marias",14.27,9.11,-45.143,-18.1223
"816",3169406,"Três Pontas",15.64,10.93,-45.3045,-21.22
"817",3169505,"Tumiritinga",31.19,22,-41.3843,-18.5845
"818",3169604,"Tupaciguara",16.2,11.45,-48.4218,-18.3532
"819",3169703,"Turmalina",32.16,19.84,-42.4348,-17.1708
"820",3169802,"Turvolândia",19.03,13.33,-45.4713,-21.5232
"821",3169901,"Ubá",12.28,7.14,-42.5634,-21.0712
"822",3170008,"Ubaí",36.55,26.94,-44.4641,-16.1707
"823",3170057,"Ubaporanga",25.14,18.19,-42.062,-19.3807
"824",3170107,"Uberaba",7.88,5.11,-47.5555,-19.4454
"825",3170206,"Uberlândia",7.04,4.65,-48.1638,-18.5507
"826",3170305,"Umburatiba",39.01,33.18,-40.3422,-17.1521
"827",3170404,"Unaí",16.94,10.92,-46.5422,-16.2127
"828",3170438,"União de Minas",22.49,17.19,-50.2009,-19.3149
"829",3170479,"Uruana de Minas",25.86,22.85,-46.1515,-16.0351
"830",3170503,"Urucânia",25.23,19.31,-42.4422,-20.2103
"831",3170529,"Urucuia",31.8,17.98,-45.4432,-16.0757
"832",3170578,"Vargem Alegre",26.22,23.47,-42.1754,-19.363
"833",3170602,"Vargem Bonita",13.9,9.57,-46.2158,-20.1936
"834",3170651,"Vargem Grande do Rio Pardo",46.19,34.48,-42.1827,-15.241
"835",3170701,"Varginha",9.22,5.72,-45.2549,-21.3305
"836",3170750,"Varjão de Minas",19.32,11.72,-46.0154,-18.224
"837",3170800,"Várzea da Palma",21.34,15.69,-44.4351,-17.3553
"838",3170909,"Varzelândia",47.85,33.46,-44.0139,-15.4205
"839",3171006,"Vazante",13.86,9.18,-46.5428,-17.5913
"840",3171030,"Verdelândia",52.71,37.53,-43.361,-15.3521
"841",3171071,"Veredinha",39.44,30.06,-42.4408,-17.2358
"842",3171105,"Veríssimo",17.43,15.1,-48.183,-19.3948
"843",3171154,"Vermelho Novo",21.53,16.43,-42.1601,-20.021
"844",3171204,"Vespasiano",12.86,7.5,-43.5524,-19.4131
"845",3171303,"Viçosa",10.95,7.04,-42.5255,-20.4514
"846",3171402,"Vieiras",22.38,18.19,-42.1437,-20.5157
"847",3171600,"Virgem da Lapa",38.4,29.33,-42.2035,-16.4816
"848",3171709,"Virgínia",22.49,15.19,-45.053,-22.2
"849",3171808,"Virginópolis",20.13,16.5,-42.4214,-18.4922
"850",3171907,"Virgolândia",30.22,27.3,-42.1824,-18.2833
"851",3172004,"Visconde do Rio Branco",17.27,10.82,-42.5026,-21.0037
"852",3172103,"Volta Grande",18.15,15.17,-42.322,-21.4614
"853",3172202,"Wenceslau Braz",16.47,6.16,-45.2146,-22.3204
