Número Reds;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla
2021-032464730-001;2/7/21 7:18 PM;De 19:00 as 19:59;7;2021;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CORACAO EUCARISTICO;310620;BELO HORIZONTE;MG
2021-039458790-001;2/7/21 3:00 PM;De 15:00 as 15:59;7;2021;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOJA DIVERSA;CENTRO;314430;NANUQUE;MG
2021-035351422-001;2/7/21 9:26 AM;De 09:00 as 09:59;7;2021;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAO LUCAS;316210;SAO GOTARDO;MG
2021-031596330-001;1/7/21 3:53 PM;De 15:00 as 15:59;7;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;310750;BOM JARDIM DE MINAS;MG
2021-031598235-001;30/6/21 11:00 PM;De 23:00 as 23:59;6;2021;Quarta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;PARQUE JARDIM TEREZOPOLIS;310670;BETIM;MG
2021-031435170-001;30/6/21 4:26 PM;De 16:00 as 16:59;6;2021;Quarta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313670;JUIZ DE FORA;MG
2021-031232145-001;29/6/21 2:27 PM;De 14:00 as 14:59;6;2021;Terça-Feira;FECHADO;PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ORGAO/SECRETARIA MUNICIPAL;;316620;SENHORA DOS REMEDIOS;MG
2021-032184380-001;29/6/21 2:00 PM;De 14:00 as 14:59;6;2021;Terça-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;NOVA POCO FUNDO;315170;POCO FUNDO;MG
2021-031558590-001;28/6/21 10:30 PM;De 22:00 as 22:59;6;2021;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;;313240;ITAJUBA;MG
2021-031108362-001;28/6/21 6:30 PM;De 18:00 as 18:59;6;2021;Segunda-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;MOTEL / DRIVE-IN;BELA VISTA;312770;GOVERNADOR VALADARES;MG
2021-031041773-001;28/6/21 12:40 PM;De 12:00 as 12:59;6;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;;316860;TEOFILO OTONI;MG
2021-031069389-001;27/6/21 10:00 PM;De 22:00 as 22:59;6;2021;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;REALENGO;312230;DIVINOPOLIS;MG
2021-030533139-001;25/6/21 9:11 AM;De 09:00 as 09:59;6;2021;Sexta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VISTA ALEGRE;311230;CAPELINHA;MG
2021-030536459-001;25/6/21 8:48 AM;De 08:00 as 08:59;6;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;AMORIM;310350;ARAGUARI;MG
2021-030463010-001;24/6/21 7:00 PM;De 19:00 as 19:59;6;2021;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;312385;ENTRE-FOLHAS;MG
2021-030400929-001;24/6/21 2:31 PM;De 14:00 as 14:59;6;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;VILA CERES;317010;UBERABA;MG
2021-030553170-001;24/6/21 2:30 PM;De 14:00 as 14:59;6;2021;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;BETANIA;310620;BELO HORIZONTE;MG
2021-030217572-001;20/6/21 10:00 AM;De 10:00 as 10:59;6;2021;Domingo;FECHADO;PERTURBACAO DA TRANQUILIDADE;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AMEACA;URBANO;CASA;CENTRO;311230;CAPELINHA;MG
2021-012639416-002;19/6/21 10:30 PM;De 22:00 as 22:59;6;2021;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;VIA DE ACESSO PUBLICA;EXTREMA;310930;BURITIS;MG
2021-044267787-001;18/6/21 1:00 PM;De 13:00 as 13:59;6;2021;Sexta-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;314480;NOVA LIMA;MG
2021-029239539-001;17/6/21 12:20 PM;De 12:00 as 12:59;6;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;SAVASSI;310620;BELO HORIZONTE;MG
2021-029074080-001;16/6/21 5:38 PM;De 17:00 as 17:59;6;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;MORUMBI;317020;UBERLANDIA;MG
2021-033626897-001;16/6/21 12:00 AM;De 00:00 as 00:59;6;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;PIRAUBINHA;315130;PIRAUBA;MG
2021-028826108-001;15/6/21 1:14 PM;De 13:00 as 13:59;6;2021;Terça-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PADRE LUIZ;314160;MERCES;MG
2021-028837283-001;15/6/21 12:46 PM;De 12:00 as 12:59;6;2021;Terça-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CONJUNTO HABITACIONAL PJVM;313220;ITAGUARA;MG
2022-006312757-001;15/6/21 10:00 AM;De 10:00 as 10:59;6;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PLANALTO;310620;BELO HORIZONTE;MG
2021-028856565-001;14/6/21 8:00 PM;De 20:00 as 20:59;6;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;NOSSA SENHORA DA PENHA;311940;CORONEL FABRICIANO;MG
2021-028347393-001;14/6/21 10:00 AM;De 10:00 as 10:59;6;2021;Segunda-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;SAVASSI;310620;BELO HORIZONTE;MG
2021-039640552-001;14/6/21 8:20 AM;De 08:00 as 08:59;6;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;cachoeira;317040;UNAI;MG
2021-028615159-001;13/6/21 1:00 PM;De 13:00 as 13:59;6;2021;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;NOSSA SENHORA DE FATIMA;313210;ITACARAMBI;MG
2021-028449254-001;13/6/21 12:49 AM;De 00:00 as 00:59;6;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;316930;TRES CORACOES;MG
2021-028239873-001;11/6/21 3:59 PM;De 15:00 as 15:59;6;2021;Sexta-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BANCO / CASA DE CAMBIO;CENTRO;316720;SETE LAGOAS;MG
2021-028634967-001;11/6/21 12:46 PM;De 12:00 as 12:59;6;2021;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CENTRO;315150;PIUMHI;MG
2021-028085917-001;10/6/21 7:40 PM;De 19:00 as 19:59;6;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;GLORIA;310620;BELO HORIZONTE;MG
2021-028052105-001;10/6/21 10:00 AM;De 10:00 as 10:59;6;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;SION;310620;BELO HORIZONTE;MG
2021-031639196-001;9/6/21 9:30 AM;De 09:00 as 09:59;6;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;OURO PRETO;310620;BELO HORIZONTE;MG
2021-027824311-001;8/6/21 5:30 PM;De 17:00 as 17:59;6;2021;Terça-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;HELIOPOLIS;310620;BELO HORIZONTE;MG
2021-029179287-001;8/6/21 3:00 PM;De 15:00 as 15:59;6;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ROSARIO;310280;ANDRELANDIA;MG
2023-008914943-001;8/6/21 12:00 AM;De 00:00 as 00:59;6;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;MILIONARIOS;310620;BELO HORIZONTE;MG
2021-027861680-001;7/6/21 7:10 PM;De 19:00 as 19:59;6;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VALADARES;313670;JUIZ DE FORA;MG
2021-026959909-001;4/6/21 3:27 PM;De 15:00 as 15:59;6;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310560;BARBACENA;MG
2021-026690274-001;1/6/21 9:00 PM;De 21:00 as 21:59;6;2021;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310630;BELO ORIENTE;MG
2021-026428150-001;1/6/21 1:30 PM;De 13:00 as 13:59;6;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ROSARIO;313880;LUZ;MG
2021-026381205-001;1/6/21 10:35 AM;De 10:00 as 10:59;6;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;BELA VISTA;313120;IPANEMA;MG
2021-026306299-001;30/5/21 7:00 PM;De 19:00 as 19:59;5;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;FURTADO DE MENEZES;313670;JUIZ DE FORA;MG
2021-026268990-001;30/5/21 7:00 PM;De 19:00 as 19:59;5;2021;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SANTA TEREZA;310620;BELO HORIZONTE;MG
2021-026104572-001;30/5/21 2:38 PM;De 14:00 as 14:59;5;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ARMAS DE FOGO;URBANO;VIA DE ACESSO PUBLICA;JUCA ROSA;313170;ITABIRA;MG
2021-025945689-001;29/5/21 11:51 AM;De 11:00 as 11:59;5;2021;Sabado;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO DE ALMEIDA;313460;JABOTICATUBAS;MG
2021-026554863-001;29/5/21 9:00 AM;De 09:00 as 09:59;5;2021;Sabado;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;ALTO VERA CRUZ;310620;BELO HORIZONTE;MG
2021-025846150-001;28/5/21 6:50 PM;De 18:00 as 18:59;5;2021;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PORTO DO SOL;313040;IJACI;MG
2021-025790455-001;28/5/21 2:20 PM;De 14:00 as 14:59;5;2021;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;AMAZONAS;310020;ABAETE;MG
2021-025725854-001;28/5/21 3:04 AM;De 03:00 as 03:59;5;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313820;LAVRAS;MG
2021-025591613-001;27/5/21 12:35 PM;De 12:00 as 12:59;5;2021;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;CENTRO;310620;BELO HORIZONTE;MG
2023-005158286-001;27/5/21 12:00 AM;De 00:00 as 00:59;5;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;CENTRO;310620;BELO HORIZONTE;MG
2021-025594435-001;26/5/21 10:30 PM;De 22:00 as 22:59;5;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;SITIO;BELO HORIZONTE;315250;POUSO ALEGRE;MG
2021-025395374-001;24/5/21 11:00 AM;De 11:00 as 11:59;5;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;NOSSA SENHORA APARECIDA;312360;ELOI MENDES;MG
2021-024780390-001;22/5/21 4:26 PM;De 16:00 as 16:59;5;2021;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;LARGO GOIAS;312705;FRONTEIRA DOS VALES;MG
2022-032203818-001;22/5/21 12:00 AM;De 00:00 as 00:59;5;2021;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PARAISO;310620;BELO HORIZONTE;MG
2021-025189086-001;21/5/21 8:22 PM;De 20:00 as 20:59;5;2021;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CARDOSO;310620;BELO HORIZONTE;MG
2021-024626764-001;21/5/21 2:00 PM;De 14:00 as 14:59;5;2021;Sexta-Feira;FECHADO;FALSIDADE IDEOLOGICA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;CENTRO;312770;GOVERNADOR VALADARES;MG
2021-024283322-001;19/5/21 6:19 PM;De 18:00 as 18:59;5;2021;Quarta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;INDAIA;310620;BELO HORIZONTE;MG
2021-024242536-001;19/5/21 3:15 PM;De 15:00 as 15:59;5;2021;Quarta-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ABATEDOURO / FRIGORIFICO / MATADOURO;PARANAIBA;314800;PATOS DE MINAS;MG
2021-024085071-001;18/5/21 8:00 AM;De 08:00 as 08:59;5;2021;Terça-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CARLOS PRATES;310620;BELO HORIZONTE;MG
2021-023371249-001;13/5/21 9:55 PM;De 21:00 as 21:59;5;2021;Quinta-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS DE LAZER/ CULTURA /;PIRAUBINHA;315130;PIRAUBA;MG
2021-022297832-001;8/5/21 4:05 PM;De 16:00 as 16:59;5;2021;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CENTRO;312595;FERVEDOURO;MG
2021-022197901-001;7/5/21 7:30 PM;De 19:00 as 19:59;5;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS;URBANO;CASA;CENTRO;311610;CHAPADA DO NORTE;MG
2021-022013790-001;6/5/21 8:16 PM;De 20:00 as 20:59;5;2021;Quinta-Feira;FECHADO;IMPORTUNACAO SEXUAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;APARTAMENTO;SANTA EFIGENIA;310620;BELO HORIZONTE;MG
2021-021941469-001;6/5/21 3:00 PM;De 15:00 as 15:59;5;2021;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;OPERARIOS;311840;CONSELHEIRO PENA;MG
2021-021083789-001;30/4/21 11:00 PM;De 23:00 as 23:59;4;2021;Sexta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;IPIRANGA;313670;JUIZ DE FORA;MG
2021-020603522-001;28/4/21 7:17 PM;De 19:00 as 19:59;4;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VILA OZANAN;314520;NOVA SERRANA;MG
2021-020420793-001;27/4/21 6:33 PM;De 18:00 as 18:59;4;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PRADO;310620;BELO HORIZONTE;MG
2021-020421196-001;27/4/21 6:06 PM;De 18:00 as 18:59;4;2021;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;NOVA YORK;317120;VESPASIANO;MG
2021-020415160-001;26/4/21 1:49 AM;De 01:00 as 01:59;4;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;RESIDENCIAL 2000;317010;UBERABA;MG
2021-020100934-001;25/4/21 10:12 PM;De 22:00 as 22:59;4;2021;Domingo;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;PARQUE JARDIM ENCANTADO - 2 SECAO;316295;SAO JOSE DA LAPA;MG
2021-019833005-001;23/4/21 10:30 PM;De 22:00 as 22:59;4;2021;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;BOA ESPERANCA;316210;SAO GOTARDO;MG
2021-019527009-001;21/4/21 11:30 AM;De 11:00 as 11:59;4;2021;Quarta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;SAO MATEUS;313670;JUIZ DE FORA;MG
2021-020133542-001;20/4/21 8:00 PM;De 20:00 as 20:59;4;2021;Terça-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;LAGOA;315460;RIBEIRAO DAS NEVES;MG
2021-018917252-001;18/4/21 9:19 PM;De 21:00 as 21:59;4;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;CENTRO;316860;TEOFILO OTONI;MG
2021-019204140-002;18/4/21 4:00 PM;De 16:00 as 16:59;4;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM ENCANTADO;316295;SAO JOSE DA LAPA;MG
2021-020322874-001;18/4/21 10:08 AM;De 10:00 as 10:59;4;2021;Domingo;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;VIA DE ACESSO PUBLICA;;311660;CLAUDIO;MG
2021-019031804-001;16/4/21 10:15 PM;De 22:00 as 22:59;4;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;SAO VICENTE;315720;SANTA BARBARA;MG
2021-019667665-001;16/4/21 5:34 AM;De 05:00 as 05:59;4;2021;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;CARLOS PRATES;310620;BELO HORIZONTE;MG
2021-017970689-001;13/4/21 1:44 PM;De 13:00 as 13:59;4;2021;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;UMUARAMA;317020;UBERLANDIA;MG
2021-018221306-001;12/4/21 5:48 PM;De 17:00 as 17:59;4;2021;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;JARDIM BRASILIA;317020;UBERLANDIA;MG
