Número Reds;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla
2021-017794001-001;12/4/21 1:00 PM;De 13:00 as 13:59;4;2021;Segunda-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;CASA;CONJUNTO HABITACIONAL PEDRO AFONSO JUNQUEIRA;315180;POCOS DE CALDAS;MG
2021-017590327-001;11/4/21 8:59 AM;De 08:00 as 08:59;4;2021;Domingo;FECHADO;HOMICIDIO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;VIA DE ACESSO PUBLICA;SAO JOSE;314390;MURIAE;MG
2021-017732116-001;11/4/21 4:00 AM;De 04:00 as 04:59;4;2021;Domingo;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;RURAL;FAZENDA;;312610;FORMIGA;MG
2021-017566735-001;11/4/21 2:37 AM;De 02:00 as 02:59;4;2021;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;316557;SENADOR AMARAL;MG
2021-017549032-001;10/4/21 10:36 PM;De 22:00 as 22:59;4;2021;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;AARAO REIS;310620;BELO HORIZONTE;MG
2021-017521483-001;10/4/21 8:18 PM;De 20:00 as 20:59;4;2021;Sabado;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;AUTOMOVEL;ELVAMAR;312770;GOVERNADOR VALADARES;MG
2021-017371421-001;9/4/21 6:51 PM;De 18:00 as 18:59;4;2021;Sexta-Feira;FECHADO;HOMICIDIO;TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;CEU AZUL;310620;BELO HORIZONTE;MG
2021-017354060-001;9/4/21 4:00 PM;De 16:00 as 16:59;4;2021;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;CASA;;316557;SENADOR AMARAL;MG
2021-017732774-001;9/4/21 2:00 PM;De 14:00 as 14:59;4;2021;Sexta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CAXANGA;316290;SAO JOAO NEPOMUCENO;MG
2021-017431599-001;9/4/21 12:00 PM;De 12:00 as 12:59;4;2021;Sexta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CENTRO;315530;RIO MANSO;MG
2021-017319726-001;9/4/21 11:00 AM;De 11:00 as 11:59;4;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;PAMPULHA;311530;CATAGUASES;MG
2021-017183674-001;8/4/21 6:42 PM;De 18:00 as 18:59;4;2021;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;;311260;CAPINOPOLIS;MG
2021-022141963-001;8/4/21 4:00 PM;De 16:00 as 16:59;4;2021;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;RURAL;CASA;;312970;IBIRACI;MG
2021-016917076-001;7/4/21 12:29 PM;De 12:00 as 12:59;4;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;DROGARIA / FARMACIA;CENTRO;317130;VICOSA;MG
2021-016931697-001;6/4/21 3:30 PM;De 15:00 as 15:59;4;2021;Terça-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;NOVA SUISSA;310620;BELO HORIZONTE;MG
2021-019588138-001;5/4/21 10:42 AM;De 10:00 as 10:59;4;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;317170;VIRGINIA;MG
2021-016573532-001;2/4/21 11:00 PM;De 23:00 as 23:59;4;2021;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;ANA LUCIA;315670;SABARA;MG
2021-016166300-001;2/4/21 6:29 PM;De 18:00 as 18:59;4;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ROCAS NOVAS;311000;CAETE;MG
2021-016704516-001;31/3/21 7:30 AM;De 07:00 as 07:59;3;2021;Quarta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PEDREIRA PRADO LOPES;310620;BELO HORIZONTE;MG
2021-015080535-001;27/3/21 2:35 AM;De 02:00 as 02:59;3;2021;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;SANTA MATILDE;311830;CONSELHEIRO LAFAIETE;MG
2021-015815045-001;26/3/21 9:00 PM;De 21:00 as 21:59;3;2021;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;EDIFICIO RESIDENCIAL;SAO MATEUS;313670;JUIZ DE FORA;MG
2021-014957136-001;26/3/21 11:00 AM;De 11:00 as 11:59;3;2021;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;CAMARGOS;310620;BELO HORIZONTE;MG
2021-014873082-001;25/3/21 9:05 PM;De 21:00 as 21:59;3;2021;Quinta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;MARILANDIA;312980;IBIRITE;MG
2021-015401949-001;25/3/21 9:30 AM;De 09:00 as 09:59;3;2021;Quinta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;310620;BELO HORIZONTE;MG
2021-018382009-001;24/3/21 8:30 PM;De 20:00 as 20:59;3;2021;Quarta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;RESIDENCIA RURAL;;313055;IMBE DE MINAS;MG
2021-014769770-001;24/3/21 7:00 PM;De 19:00 as 19:59;3;2021;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;SANTINHO;315460;RIBEIRAO DAS NEVES;MG
2021-014465171-001;23/3/21 6:34 PM;De 18:00 as 18:59;3;2021;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;APARTAMENTO;BONSUCESSO;310620;BELO HORIZONTE;MG
2021-014107680-001;21/3/21 8:33 PM;De 20:00 as 20:59;3;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;FLORENCA;315460;RIBEIRAO DAS NEVES;MG
2021-013723458-001;19/3/21 12:43 PM;De 12:00 as 12:59;3;2021;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;317020;UBERLANDIA;MG
2021-013667304-001;19/3/21 1:48 AM;De 01:00 as 01:59;3;2021;Sexta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CRISTINA;315780;SANTA LUZIA;MG
2021-013652046-001;18/3/21 8:00 PM;De 20:00 as 20:59;3;2021;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;OLARIA;311410;CARMO DE MINAS;MG
2021-013699009-001;18/3/21 7:45 PM;De 19:00 as 19:59;3;2021;Quinta-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;MARIA LUCIA;311230;CAPELINHA;MG
2021-013692862-001;18/3/21 1:00 PM;De 13:00 as 13:59;3;2021;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;EDIFICIO RESIDENCIAL;CALAFATE;310620;BELO HORIZONTE;MG
2021-013714682-001;18/3/21 11:00 AM;De 11:00 as 11:59;3;2021;Quinta-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CAMARA MUNICIPAL;CENTRO;316500;SAO TIAGO;MG
2021-013733544-001;18/3/21 9:00 AM;De 09:00 as 09:59;3;2021;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;UNIDADE PRISIONAL (CERESP/PRESIDIO/PENITENCIARIA);BOM PASTOR;313940;MANHUACU;MG
2021-013692862-002;18/3/21 12:00 AM;De 00:00 as 00:59;3;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;CALAFATE;310620;BELO HORIZONTE;MG
2021-017096050-001;17/3/21 9:15 PM;De 21:00 as 21:59;3;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CARAVELAS;313130;IPATINGA;MG
2021-013362384-001;17/3/21 9:00 AM;De 09:00 as 09:59;3;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;315500;RIO DOCE;MG
2021-013183690-001;16/3/21 1:39 PM;De 13:00 as 13:59;3;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;315500;RIO DOCE;MG
2021-013367180-001;16/3/21 10:00 AM;De 10:00 as 10:59;3;2021;Terça-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;MONTE CASTELO;313670;JUIZ DE FORA;MG
2021-013014149-001;15/3/21 3:06 PM;De 15:00 as 15:59;3;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PORTO NOVO;310150;ALEM PARAIBA;MG
2021-012736302-001;13/3/21 7:56 PM;De 19:00 as 19:59;3;2021;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CERRADO;310510;BAMBUI;MG
2021-012569080-001;12/3/21 7:06 PM;De 19:00 as 19:59;3;2021;Sexta-Feira;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;CENTRO;310220;ALVARENGA;MG
2021-012354290-001;11/3/21 1:25 PM;De 13:00 as 13:59;3;2021;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;315400;RAUL SOARES;MG
2021-012188668-001;10/3/21 7:04 PM;De 19:00 as 19:59;3;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;;317005;UBAPORANGA;MG
2021-012149792-001;10/3/21 3:46 PM;De 15:00 as 15:59;3;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;SHOPPING CENTER;SANTA EFIGENIA;310620;BELO HORIZONTE;MG
2021-013232340-001;10/3/21 3:00 PM;De 15:00 as 15:59;3;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICOES FINANCEIRAS;CENTRO;317020;UBERLANDIA;MG
2021-012095503-001;10/3/21 10:35 AM;De 10:00 as 10:59;3;2021;Quarta-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;CENTRO;312410;ESMERALDAS;MG
2021-012284590-001;9/3/21 11:00 PM;De 23:00 as 23:59;3;2021;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;;317070;VARGINHA;MG
2021-012020690-001;9/3/21 8:30 PM;De 20:00 as 20:59;3;2021;Terça-Feira;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;312160;DIAMANTINA;MG
2021-012258627-001;9/3/21 10:00 AM;De 10:00 as 10:59;3;2021;Terça-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;NOVA CACHOEIRINHA;310620;BELO HORIZONTE;MG
2021-011793921-001;8/3/21 3:12 PM;De 15:00 as 15:59;3;2021;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;CENTENARIO;313670;JUIZ DE FORA;MG
2021-011948488-001;7/3/21 5:20 PM;De 17:00 as 17:59;3;2021;Domingo;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PAU POMBO;314480;NOVA LIMA;MG
2021-011444397-001;6/3/21 2:37 PM;De 14:00 as 14:59;3;2021;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;COLONIA SANTA IZABEL;310670;BETIM;MG
2021-011224080-001;5/3/21 9:58 AM;De 09:00 as 09:59;3;2021;Sexta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;COMITECO;310620;BELO HORIZONTE;MG
2021-005941669-001;5/3/21 9:30 AM;De 09:00 as 09:59;3;2021;Sexta-Feira;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;dona zica;314560;OLIVEIRA;MG
2021-014404133-001;4/3/21 8:00 PM;De 20:00 as 20:59;3;2021;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;312930;IAPU;MG
2021-010844445-001;3/3/21 9:46 AM;De 09:00 as 09:59;3;2021;Quarta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;JARDIM DOS INCONFIDENTES;314000;MARIANA;MG
2021-010727482-001;2/3/21 4:50 PM;De 16:00 as 16:59;3;2021;Terça-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;313652;JOSE GONCALVES DE MINAS;MG
2021-010685988-001;2/3/21 2:05 PM;De 14:00 as 14:59;3;2021;Terça-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CENTRO;315180;POCOS DE CALDAS;MG
2021-010662115-001;2/3/21 11:18 AM;De 11:00 as 11:59;3;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;CHACARA;;311790;CONGONHAL;MG
2021-015761392-001;1/3/21 9:00 PM;De 21:00 as 21:59;3;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;CASA;;315220;PORTEIRINHA;MG
2021-010643084-001;28/2/21 10:46 PM;De 22:00 as 22:59;2;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;cachoeira;310670;BETIM;MG
2021-010401290-001;28/2/21 9:49 PM;De 21:00 as 21:59;2;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;IPE AMARELO;312710;FRUTAL;MG
2021-010360158-001;28/2/21 5:35 PM;De 17:00 as 17:59;2;2021;Domingo;FECHADO;CONSTRANGIMENTO ILEGAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;ALVORADA;311860;CONTAGEM;MG
2021-011884115-001;28/2/21 10:00 AM;De 10:00 as 10:59;2;2021;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - INSTITUICAO FILANTROPICA / ONG;;316930;TRES CORACOES;MG
2021-010251988-001;27/2/21 9:37 PM;De 21:00 as 21:59;2;2021;Sabado;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;CENTRO;313330;ITAOBIM;MG
2021-010270210-001;27/2/21 11:30 AM;De 11:00 as 11:59;2;2021;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;CASA;GRAJAU;313670;JUIZ DE FORA;MG
2021-009718448-001;24/2/21 9:47 PM;De 21:00 as 21:59;2;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SANTOS DUMONT DOIS;312770;GOVERNADOR VALADARES;MG
2021-009717471-001;24/2/21 4:30 PM;De 16:00 as 16:59;2;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;ARAGUAIA;310620;BELO HORIZONTE;MG
2021-009238616-001;22/2/21 11:00 AM;De 11:00 as 11:59;2;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;RETIRO;314480;NOVA LIMA;MG
2021-009161066-001;22/2/21 12:56 AM;De 00:00 as 00:59;2;2021;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;VISTA ALEGRE;310620;BELO HORIZONTE;MG
2021-009306855-001;21/2/21 3:00 PM;De 15:00 as 15:59;2;2021;Domingo;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PENHA;310620;BELO HORIZONTE;MG
2021-009045747-001;21/2/21 10:00 AM;De 10:00 as 10:59;2;2021;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;TANCREDO NEVES;314330;MONTES CLAROS;MG
2021-009846203-001;20/2/21 3:30 PM;De 15:00 as 15:59;2;2021;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONFEITARIA / PADARIA / PANIFICADORA;BURITIS;310620;BELO HORIZONTE;MG
2021-008740949-001;19/2/21 3:08 PM;De 15:00 as 15:59;2;2021;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;;317020;UBERLANDIA;MG
2021-008761960-001;19/2/21 2:26 PM;De 14:00 as 14:59;2;2021;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;JARDIM COLONIAL;315460;RIBEIRAO DAS NEVES;MG
2021-015450534-001;17/2/21 8:15 PM;De 20:00 as 20:59;2;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CIDADE NOBRE;313130;IPATINGA;MG
2021-008443746-001;17/2/21 7:45 PM;De 19:00 as 19:59;2;2021;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;EDIFICIO RESIDENCIAL;VARGEM ALEGRE;310670;BETIM;MG
2021-008332176-001;17/2/21 8:30 AM;De 08:00 as 08:59;2;2021;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;AUTOMOVEL;PORTO VELHO;312230;DIVINOPOLIS;MG
2021-008272288-001;17/2/21 12:14 AM;De 00:00 as 00:59;2;2021;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;MICROONIBUS;RIO BRANCO;310620;BELO HORIZONTE;MG
2021-008433650-001;16/2/21 7:00 PM;De 19:00 as 19:59;2;2021;Terça-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;MOREIRA;315780;SANTA LUZIA;MG
2021-011231210-001;16/2/21 10:00 AM;De 10:00 as 10:59;2;2021;Terça-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTO INDUSTRIAL / PRODUCA;LIBERDADE;310620;BELO HORIZONTE;MG
2021-010461133-001;16/2/21 9:30 AM;De 09:00 as 09:59;2;2021;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;CENTRO;313490;JACUTINGA;MG
